verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label,значение_ru_all,значение_ru_доп,ru_inf_ipf_all,ru_inf_pf_all,ru_present_1sg_all,ru_future_1sg_all,ru_past_ipf_mf_all,ru_past_pf_mf_all,ru_future_pf_1sg_all,ru_conditional_pf_1sg_all,ru_gerund_pf_all,ru_imperative_2sg_all,ru_1pl_pf_all,ru_display_infinitive,ru_display_perfective,ru_te_prompt,agentivity,ru_passive_prompt,passive_naturalness,passive_prompt_strategy,ru_causative_prompt,ru_causative_passive_prompt,train_general,train_potential,train_passive,train_passive_context,train_causative,train_causative_passive,train_imperative,train_volitional,train_desire,train_benefactive,train_request,train_advice,train_toki,ru_causative_alt_prompt
machigaeru,間違える,まちがえる,machigaeru,ошибаться,N4,ichidan,machigae,間違え,間違えた,間違えて,間違えない,間違えれば,間違えたら,間違えられる,間違えれる,間違えられる,間違えさせる,間違えさせられる,間違えろ,間違えるな,間違えよう,間違えたい,間違えなければ,間違えなきゃ,間違えなくちゃ,ошибаться,ошибиться,ошибаюсь,буду ошибаться,ошибался(ась),ошибся(лась),ошибусь,ошибусь,ошибившись,не ошибись,не ошибёмся,Пассив: ошибаться,заставить ошибиться,быть вынужденным ошибиться,間違え,間違え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,ошибаться,,ошибаться,ошибиться,ошибаюсь,буду ошибаться,ошибался(ась),ошибся(лась),ошибусь,ошибусь,ошибившись,не ошибись,не ошибёмся,ошибаться,ошибиться,ошибиться и затем…,agentive,Пассив: ошибаться,contextual,grammar_label,заставить ошибиться,быть вынужденным ошибиться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить ошибиться
maniau,間に合う,まにあう,maniau,успевать вовремя,N4,godan-u,mania,間に合い,間に合った,間に合って,間に合わない,間に合えば,間に合ったら,間に合える,,間に合われる,間に合わせる,間に合わせられる,間に合え,間に合うな,間に合おう,間に合いたい,間に合わなければ,間に合わなきゃ,間に合わなくちゃ,успевать,успеть,успеваю,буду успевать,успевал(а),успел(а),успею,успею,успев,успей,успеем,Пассив: успевать,заставить успеть,быть вынужденным успеть,間に合,間に合,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,,успевать вовремя,,успевать,успеть,успеваю,буду успевать,успевал(а),успел(а),успею,успею,успев,успей,успеем,успевать,успеть,успеть и затем…,agentive,Пассив: успевать,contextual,grammar_label,заставить успеть,быть вынужденным успеть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить успеть
mawasu,回す,まわす,mawasu,вращать,N4,godan-su,mawas,回し,回した,回して,回さない,回せば,回したら,回せる,,回される,回させる,回させられる,回せ,回すな,回そう,回したい,回さなければ,回さなきゃ,回さなくちゃ,вращать,повернуть,вращаю,буду вращать,вращал(а),повернул(а),поверну,поверну,повернув,поверни,повернём,Пассив: вращать,заставить повернуть,быть вынужденным повернуть,回,回,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,вращать; передавать по кругу,передавать по кругу,вращать / передавать,повернуть / передать,вращаю / передаю,буду вращать / передавать,вращал(а) / передавал(а),повернул(а) / передал(а),поверну / передам,поверну / передам,повернув / передав,поверни / передай,повернём / передадим,вращать,повернуть,повернуть и затем…,agentive,Пассив: вращать,contextual,grammar_label,заставить повернуть,быть вынужденным повернуть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить повернуть
mawaru,回る,まわる,mawaru,вращаться,N4,godan-ru,mawa,回り,回った,回って,回らない,回れば,回ったら,回れる,,回られる,回らせる,回らせられる,回れ,回るな,回ろう,回りたい,回らなければ,回らなきゃ,回らなくちゃ,вращаться,повернуться,вращаюсь,буду вращаться,вращался(ась),повернулся(лась),повернусь,повернусь,повернувшись,повернись,повернёмся,Пассив: вращаться,заставить повернуться,быть вынужденным повернуться,回,回,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,вращаться; обходить,обходить,вращаться / обходить,повернуться / обойти,вращаюсь / обхожу,буду вращаться / обходить,вращался(ась) / обходил(а),повернулся(лась) / обошёл(ла),повернусь / обойду,повернусь / обойду,повернувшись / обойдя,повернись / обойди,повернёмся / обойдём,вращаться,повернуться,повернуться и затем…,agentive,Пассив: вращаться,contextual,grammar_label,заставить повернуться,быть вынужденным повернуться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить повернуться
mieru,見える,みえる,mieru,быть видимым,N4,ichidan,mie,見え,見えた,見えて,見えない,見えれば,見えたら,見えられる,見えれる,見えられる,見えさせる,見えさせられる,見えろ,見えるな,見えよう,見えたい,見えなければ,見えなきゃ,見えなくちゃ,быть видимым,показаться,видно,буду быть видимым,было видно,показалось,покажется,покажется,показавшись,,,Пассив: быть видимым,заставить показаться,быть вынужденным показаться,見え,見え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,быть видимым; казаться,казаться,быть видимым / казаться,показаться,видно / кажется,буду быть видимым / казаться,было видно / казалось,показалось,покажется,покажется,показавшись,—,—,быть видимым,показаться,показаться и затем…,non_agentive,Пассив: быть видимым,exclude,grammar_label,заставить показаться,быть вынужденным показаться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить показаться
mitsukaru,見つかる,みつかる,mitsukaru,находиться,N4,godan-ru,mitsuka,見つかり,見つかった,見つかって,見つからない,見つかれば,見つかったら,見つかれる,,見つかられる,見つからせる,見つからせられる,見つかれ,見つかるな,見つかろう,見つかりたい,見つからなければ,見つからなきゃ,見つからなくちゃ,находиться,найтись,нахожусь,буду находиться,находился(ась),нашёлся / нашлась,найдусь,найдусь,найдясь,,,Пассив: находиться,заставить найтись,быть вынужденным найтись,見つか,見つか,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,"находиться, обнаруживаться",обнаруживаться,находиться / обнаруживаться,найтись / обнаружиться,нахожусь / обнаруживаюсь,буду находиться / обнаруживаться,находился(ась) / обнаруживался(ась),нашёлся / нашлась,найдусь,найдусь,найдясь,—,—,находиться,найтись,найтись и затем…,non_agentive,Пассив: находиться,exclude,grammar_label,заставить найтись,быть вынужденным найтись,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить найтись
mitsukeru,見つける,みつける,mitsukeru,находить,N4,ichidan,mitsuke,見つけ,見つけた,見つけて,見つけない,見つければ,見つけたら,見つけられる,見つけれる,見つけられる,見つけさせる,見つけさせられる,見つけろ,見つけるな,見つけよう,見つけたい,見つけなければ,見つけなきゃ,見つけなくちゃ,искать,найти,нахожу,буду искать,искал(а),нашёл / нашла,найду,найду,найдя,найди,найдём,Пассив: искать,заставить найти,быть вынужденным найти,見つけ,見つけ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,находить,,искать / находить,найти,нахожу,буду искать / находить,искал(а) / находил(а),нашёл / нашла,найду,найду,найдя,найди,найдём,искать,найти,найти и затем…,agentive,Пассив: искать,contextual,grammar_label,заставить найти,быть вынужденным найти,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить найти
mukau,向かう,むかう,mukau,направляться,N4,godan-u,muka,向かい,向かった,向かって,向かわない,向かえば,向かったら,向かえる,,向かわれる,向かわせる,向かわせられる,向かえ,向かうな,向かおう,向かいたい,向かわなければ,向かわなきゃ,向かわなくちゃ,направляться,направиться,направляюсь,буду направляться,направлялся(ась),направился(ась),направлюсь,направлюсь,направившись,направляйся,направимся,Пассив: направляться,заставить направиться,быть вынужденным направиться,向か,向か,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,,направляться,,направляться,направиться,направляюсь,буду направляться,направлялся(ась),направился(ась),направлюсь,направлюсь,направившись,направляйся,направимся,направляться,направиться,направиться и затем…,agentive,Пассив: направляться,contextual,grammar_label,заставить направиться,быть вынужденным направиться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить направиться
mukaeru,迎える,むかえる,mukaeru,встречать,N4,ichidan,mukae,迎え,迎えた,迎えて,迎えない,迎えれば,迎えたら,迎えられる,迎えれる,迎えられる,迎えさせる,迎えさせられる,迎えろ,迎えるな,迎えよう,迎えたい,迎えなければ,迎えなきゃ,迎えなくちゃ,встречать,встретить,встречаю,буду встречать,встречал(а),встретил(а),встречу,встречу,встретив,встреть,встретим,Пассив: встречать,заставить встретить,быть вынужденным встретить,迎え,迎え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,встречать; приветствовать,приветствовать,встречать,встретить,встречаю,буду встречать,встречал(а),встретил(а),встречу,встречу,встретив,встреть,встретим,встречать,встретить,встретить и затем…,agentive,Пассив: встречать,contextual,grammar_label,заставить встретить,быть вынужденным встретить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить встретить
morau,もらう,もらう,morau,получать,N4,godan-u,mora,もらい,もらった,もらって,もらわない,もらえば,もらったら,もらえる,,もらわれる,もらわせる,もらわせられる,もらえ,もらうな,もらおう,もらいたい,もらわなければ,もらわなきゃ,もらわなくちゃ,получать,получить,получаю,буду получать,получал(а),получил(а),получу,получу,получив,получи,получим,Пассив: получать,заставить получить,быть вынужденным получить,もら,もら,う,u,う,u,い,i,わ,wa,え,e,え,e,って,tte,って,tte,った,tta,った,tta,え,e,え,e,われ,ware,わ|れ,wa|re,わせ,wase,わ|せ,wa|se,わせられ,waserare,わ|せ|ら|れ,wa|se|ra|re,え,e,え,e,おう,ou,お|う,o|u,wa|i|e|o,,,,,получать,,получать,получить,получаю,буду получать,получал(а),получил(а),получу,получу,получив,получи,получим,получать,получить,получить и затем…,agentive,Пассив: получать,contextual,grammar_label,заставить получить,быть вынужденным получить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить получить
yaku,焼く,やく,yaku,жарить,N4,godan-ku,yak,焼き,焼いた,焼いて,焼かない,焼けば,焼いたら,焼ける,,焼かれる,焼かせる,焼かせられる,焼け,焼くな,焼こう,焼きたい,焼かなければ,焼かなきゃ,焼かなくちゃ,жарить,пожарить,жарю,буду жарить,жарил(а),пожарил(а),пожарю,пожарю,пожарив,пожарь,пожарим,Пассив: жарить,заставить пожарить,быть вынужденным пожарить,焼,焼,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,,жарить; печь,печь,жарить / печь,пожарить / испечь,жарю / пеку,буду жарить / печь,жарил(а) / пёк(ла),пожарил(а) / испёк(ла),пожарю / испеку,пожарю / испеку,пожарив / испекши,пожарь / испеки,пожарим / испечём,жарить,пожарить,пожарить и затем…,agentive,Пассив: жарить,contextual,grammar_label,заставить пожарить,быть вынужденным пожарить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить пожарить
yakunitatsu,役に立つ,やくにたつ,yakunitatsu,быть полезным,N4,godan-tsu,yakunitats,役に立ち,役に立った,役に立って,役に立たない,役に立てば,役に立ったら,役に立てる,,役に立たれる,役に立たせる,役に立たせられる,役に立て,役に立つな,役に立とう,役に立ちたい,役に立たなければ,役に立たなきゃ,役に立たなくちゃ,быть полезным,пригодиться,полезен,буду быть полезным,был(а) полезен(на),пригодился(ась),пригодится,пригодится,пригодившись,,,Пассив: быть полезным,заставить пригодиться,быть вынужденным пригодиться,役に立,役に立,つ,tsu,つ,tsu,ち,chi,た,ta,て,te,て,te,って,tte,って,tte,った,tta,った,tta,て,te,て,te,たれ,tare,た|れ,ta|re,たせ,tase,た|せ,ta|se,たせられ,taserare,た|せ|ら|れ,ta|se|ra|re,て,te,て,te,とう,tou,と|う,to|u,ta|chi|te|to,,,,,быть полезным,,быть полезным,пригодиться,полезен / полезна,буду быть полезным,был(а) полезен(на),пригодился(ась),пригодится,пригодится,пригодившись,—,—,быть полезным,пригодиться,пригодиться и затем…,agentive,Пассив: быть полезным,contextual,grammar_label,заставить пригодиться,быть вынужденным пригодиться,1,0,0,1,1,1,0,0,1,1,1,1,1,разрешить пригодиться
yakeru,焼ける,やける,yakeru,жариться,N4,ichidan,yake,焼け,焼けた,焼けて,焼けない,焼ければ,焼けたら,焼けられる,焼けれる,焼けられる,焼けさせる,焼けさせられる,焼けろ,焼けるな,焼けよう,焼けたい,焼けなければ,焼けなきゃ,焼けなくちゃ,жариться,поджариться,жарится,буду жариться,жарилось,поджарилось,поджарится,поджарится,поджарившись,,,Пассив: жариться,заставить поджариться,быть вынужденным поджариться,焼け,焼け,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,жариться; запекаться,запекаться,жариться / запекаться,поджариться / запечься,жарится / запекается,буду жариться / запекаться,жарилось / запекалось,поджарилось / запеклось,поджарится / запечётся,поджарится / запечётся,поджарившись / запёкшись,—,—,жариться,поджариться,поджариться и затем…,non_agentive,Пассив: жариться,exclude,grammar_label,заставить поджариться,быть вынужденным поджариться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить поджариться
yaseru,痩せる,やせる,yaseru,худеть,N4,ichidan,yase,痩せ,痩せた,痩せて,痩せない,痩せれば,痩せたら,痩せられる,痩せれる,痩せられる,痩せさせる,痩せさせられる,痩せろ,痩せるな,痩せよう,痩せたい,痩せなければ,痩せなきゃ,痩せなくちゃ,худеть,похудеть,худею,буду худеть,худел(а),похудел(а),похудею,похудею,похудев,похудей,похудеем,Пассив: худеть,заставить похудеть,быть вынужденным похудеть,痩せ,痩せ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,худеть,,худеть,похудеть,худею,буду худеть,худел(а),похудел(а),похудею,похудею,похудев,похудей,похудеем,худеть,похудеть,похудеть и затем…,agentive,Пассив: худеть,contextual,grammar_label,заставить похудеть,быть вынужденным похудеть,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить похудеть
yamu,止む,やむ,yamu,прекращаться,N4,godan-mu,yam,止み,止んだ,止んで,止まない,止めば,止んだら,止める,,止まれる,止ませる,止ませられる,止め,止むな,止もう,止みたい,止まなければ,止まなきゃ,止まなくちゃ,прекращаться,прекратиться,прекращается,буду прекращаться,прекращалось,прекратилось,прекратится,прекратится,прекратившись,,,Пассив: прекращаться,заставить прекратиться,быть вынужденным прекратиться,止,止,む,mu,む,mu,み,mi,ま,ma,め,me,め,me,んで,nで,んで,nで,んだ,nだ,んだ,nだ,め,me,め,me,まれ,mare,ま|れ,ma|re,ませ,mase,ま|せ,ma|se,ませられ,maserare,ま|せ|ら|れ,ma|se|ra|re,め,me,め,me,もう,mou,も|う,mo|u,ma|mi|me|mo,,,,,прекращаться,,прекращаться,прекратиться,прекращается,буду прекращаться,прекращалось,прекратилось,прекратится,прекратится,прекратившись,—,—,прекращаться,прекратиться,прекратиться и затем…,non_agentive,Пассив: прекращаться,exclude,grammar_label,заставить прекратиться,быть вынужденным прекратиться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить прекратиться
yameru,止める,やめる,yameru,прекращать,N4,ichidan,yame,止め,止めた,止めて,止めない,止めれば,止めたら,止められる,止めれる,止められる,止めさせる,止めさせられる,止めろ,止めるな,止めよう,止めたい,止めなければ,止めなきゃ,止めなくちゃ,прекращать,прекратить,прекращаю,буду прекращать,прекращал(а),прекратил(а),прекращу,прекращу,прекратив,прекрати,прекратим,Пассив: прекращать,заставить прекратить,быть вынужденным прекратить,止め,止め,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,прекращать; бросать,бросать,прекращать / бросать,прекратить / бросить,прекращаю / бросаю,буду прекращать / бросать,прекращал(а) / бросал(а),прекратил(а) / бросил(а),прекращу / брошу,прекращу / брошу,прекратив / бросив,прекрати / брось,прекратим / бросим,прекращать,прекратить,прекратить и затем…,agentive,Пассив: прекращать,contextual,grammar_label,заставить прекратить,быть вынужденным прекратить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить прекратить
yureru,揺れる,ゆれる,yureru,качаться,N4,ichidan,yure,揺れ,揺れた,揺れて,揺れない,揺れれば,揺れたら,揺れられる,揺れれる,揺れられる,揺れさせる,揺れさせられる,揺れろ,揺れるな,揺れよう,揺れたい,揺れなければ,揺れなきゃ,揺れなくちゃ,качаться,качнуться,качается,буду качаться,качалось,качнулось,качнётся,качнётся,качнувшись,,,Пассив: качаться,заставить качнуться,быть вынужденным качнуться,揺れ,揺れ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,качаться; трястись,трястись,качаться / трястись,качнуться / тряхнуться,качается / трясётся,буду качаться / трястись,качалось / тряслось,качнулось / тряхнулось,качнётся / тряхнётся,качнётся / тряхнётся,качнувшись / тряхнувшись,—,—,качаться,качнуться,качнуться и затем…,non_agentive,Пассив: качаться,contextual,grammar_label,заставить качнуться,быть вынужденным качнуться,1,1,0,1,0,0,0,0,1,0,0,0,1,разрешить качнуться
yogoreru,汚れる,よごれる,yogoreru,пачкаться,N4,ichidan,yogore,汚れ,汚れた,汚れて,汚れない,汚れれば,汚れたら,汚れられる,汚れれる,汚れられる,汚れさせる,汚れさせられる,汚れろ,汚れるな,汚れよう,汚れたい,汚れなければ,汚れなきゃ,汚れなくちゃ,пачкаться,испачкаться,пачкаюсь,буду пачкаться,пачкался(ась),испачкался(ась),испачкаюсь,испачкаюсь,испачкавшись,,,Пассив: пачкаться,заставить испачкаться,быть вынужденным испачкаться,汚れ,汚れ,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re,пачкаться,,пачкаться,испачкаться,пачкаюсь,буду пачкаться,пачкался(ась),испачкался(ась),испачкаюсь,испачкаюсь,испачкавшись,не пачкайся,не испачкаемся,пачкаться,испачкаться,испачкаться и затем…,non_agentive,Пассив: пачкаться,exclude,grammar_label,заставить испачкаться,быть вынужденным испачкаться,1,0,0,0,0,0,0,0,0,0,0,0,1,разрешить испачкаться
yoru,寄る,よる,yoru,заходить по пути,N4,godan-ru,yo,寄り,寄った,寄って,寄らない,寄れば,寄ったら,寄れる,,寄られる,寄らせる,寄らせられる,寄れ,寄るな,寄ろう,寄りたい,寄らなければ,寄らなきゃ,寄らなくちゃ,заходить,зайти,захожу,буду заходить,заходил(а),зашёл / зашла,зайду,зайду,зайдя,зайди,зайдём,Пассив: заходить,заставить зайти,быть вынужденным зайти,寄,寄,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,,заходить по пути; приближаться,приближаться,заходить / приближаться,зайти / приблизиться,захожу / приближаюсь,буду заходить / приближаться,заходил(а) / приближался(ась),зашёл / зашла; приблизился(ась),зайду / приближусь,зайду / приближусь,зайдя / приблизившись,зайди / приблизься,зайдём / приблизимся,заходить,зайти,зайти и затем…,agentive,Пассив: заходить,contextual,grammar_label,заставить зайти,быть вынужденным зайти,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить зайти
yorokobu,喜ぶ,よろこぶ,yorokobu,радоваться,N4,godan-bu,yorokob,喜び,喜んだ,喜んで,喜ばない,喜べば,喜んだら,喜べる,,喜ばれる,喜ばせる,喜ばせられる,喜べ,喜ぶな,喜ぼう,喜びたい,喜ばなければ,喜ばなきゃ,喜ばなくちゃ,радоваться,обрадоваться,радуюсь,буду радоваться,радовался(ась),обрадовался(ась),обрадуюсь,обрадуюсь,обрадовавшись,радуйся,обрадуемся,Пассив: радоваться,заставить обрадоваться,быть вынужденным обрадоваться,喜,喜,ぶ,bu,ぶ,bu,び,bi,ば,ba,べ,be,べ,be,んで,nで,んで,nで,んだ,nだ,んだ,nだ,べ,be,べ,be,ばれ,bare,ば|れ,ba|re,ばせ,base,ば|せ,ba|se,ばせられ,baserare,ば|せ|ら|れ,ba|se|ra|re,べ,be,べ,be,ぼう,bou,ぼ|う,bo|u,ba|bi|be|bo,,,,,радоваться,,радоваться,обрадоваться,радуюсь,буду радоваться,радовался(ась),обрадовался(ась),обрадуюсь,обрадуюсь,обрадовавшись,радуйся,обрадуемся,радоваться,обрадоваться,обрадоваться и затем…,agentive,Пассив: радоваться,contextual,grammar_label,заставить обрадоваться,быть вынужденным обрадоваться,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить обрадоваться
wakasu,沸かす,わかす,wakasu,кипятить,N4,godan-su,wakas,沸かし,沸かした,沸かして,沸かさない,沸かせば,沸かしたら,沸かせる,,沸かされる,沸かさせる,沸かさせられる,沸かせ,沸かすな,沸かそう,沸かしたい,沸かさなければ,沸かさなきゃ,沸かさなくちゃ,кипятить,вскипятить,кипячу,буду кипятить,кипятил(а),вскипятил(а),вскипячу,вскипячу,вскипятив,вскипяти,вскипятим,Пассив: кипятить,заставить вскипятить,быть вынужденным вскипятить,沸か,沸か,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,,кипятить,,кипятить,вскипятить,кипячу,буду кипятить,кипятил(а),вскипятил(а),вскипячу,вскипячу,вскипятив,вскипяти,вскипятим,кипятить,вскипятить,вскипятить и затем…,agentive,Пассив: кипятить,contextual,grammar_label,заставить вскипятить,быть вынужденным вскипятить,1,1,0,1,1,1,1,1,1,1,1,1,1,разрешить вскипятить
